sign,class,ordinal,gt_path,prediction_path,left_evaluated,right_evaluated
EinstellenJob,~0,6,data/smplx_gt/EinstellenJob/00304.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_152.obj,True,True
EinstellenJob,~0,7,data/smplx_gt/EinstellenJob/00308.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_154.obj,True,True
EinstellenJob,~0,8,data/smplx_gt/EinstellenJob/00312.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_156.obj,True,True
EinstellenJob,~0,9,data/smplx_gt/EinstellenJob/00316.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_158.obj,True,True
EinstellenJob,~0,10,data/smplx_gt/EinstellenJob/00320.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_160.obj,True,True
EinstellenJob,~0,11,data/smplx_gt/EinstellenJob/00324.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_162.obj,True,True
EinstellenJob,~0,12,data/smplx_gt/EinstellenJob/00328.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_164.obj,True,True
EinstellenJob,~0,13,data/smplx_gt/EinstellenJob/00332.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_166.obj,True,True
EinstellenJob,~0,14,data/smplx_gt/EinstellenJob/00336.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_168.obj,True,True
EinstellenJob,~0,15,data/smplx_gt/EinstellenJob/00340.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_170.obj,True,True
EinstellenJob,~0,16,data/smplx_gt/EinstellenJob/00344.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_172.obj,True,True
EinstellenJob,~0,17,data/smplx_gt/EinstellenJob/00348.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_174.obj,True,True
EinstellenJob,~0,18,data/smplx_gt/EinstellenJob/00352.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_176.obj,True,True
EinstellenJob,~0,19,data/smplx_gt/EinstellenJob/00356.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_178.obj,True,True
EinstellenJob,~0,20,data/smplx_gt/EinstellenJob/00360.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_180.obj,True,True
EinstellenJob,~0,21,data/smplx_gt/EinstellenJob/00364.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_182.obj,True,True
EinstellenJob,~0,22,data/smplx_gt/EinstellenJob/00368.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_184.obj,True,True
EinstellenJob,~0,23,data/smplx_gt/EinstellenJob/00372.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_186.obj,True,True
EinstellenJob,~0,24,data/smplx_gt/EinstellenJob/00376.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_188.obj,True,True
EinstellenJob,~0,25,data/smplx_gt/EinstellenJob/00380.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_190.obj,True,True
EinstellenJob,~0,26,data/smplx_gt/EinstellenJob/00384.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_192.obj,True,True
EinstellenJob,~0,27,data/smplx_gt/EinstellenJob/00388.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_194.obj,True,True
EinstellenJob,~0,28,data/smplx_gt/EinstellenJob/00392.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_196.obj,True,True
EinstellenJob,~0,29,data/smplx_gt/EinstellenJob/00396.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_198.obj,True,True
EinstellenJob,~0,30,data/smplx_gt/EinstellenJob/00400.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_200.obj,True,True
EinstellenJob,~0,31,data/smplx_gt/EinstellenJob/00404.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_202.obj,True,True
EinstellenJob,~0,32,data/smplx_gt/EinstellenJob/00408.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_204.obj,True,True
EinstellenJob,~0,33,data/smplx_gt/EinstellenJob/00412.obj,outputs/method_hamer/EinstellenJob/smplifyx/meshes/low_206.obj,True,True
EisGefroren,~0,0,data/smplx_gt/EisGefroren/00364.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_182.obj,True,True
EisGefroren,~0,1,data/smplx_gt/EisGefroren/00368.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_184.obj,True,True
EisGefroren,~0,2,data/smplx_gt/EisGefroren/00372.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_186.obj,True,True
EisGefroren,~0,3,data/smplx_gt/EisGefroren/00376.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_188.obj,True,True
EisGefroren,~0,4,data/smplx_gt/EisGefroren/00380.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_190.obj,True,True
EisGefroren,~0,5,data/smplx_gt/EisGefroren/00384.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_192.obj,True,True
EisGefroren,~0,6,data/smplx_gt/EisGefroren/00388.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_194.obj,True,True
EisGefroren,~0,7,data/smplx_gt/EisGefroren/00392.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_196.obj,True,True
EisGefroren,~0,8,data/smplx_gt/EisGefroren/00396.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_198.obj,True,True
EisGefroren,~0,9,data/smplx_gt/EisGefroren/00400.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_200.obj,True,True
EisGefroren,~0,10,data/smplx_gt/EisGefroren/00404.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_202.obj,True,True
EisGefroren,~0,11,data/smplx_gt/EisGefroren/00408.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_204.obj,True,True
EisGefroren,~0,12,data/smplx_gt/EisGefroren/00412.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_206.obj,True,True
EisGefroren,~0,13,data/smplx_gt/EisGefroren/00416.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_208.obj,True,True
EisGefroren,~0,14,data/smplx_gt/EisGefroren/00420.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_210.obj,True,True
EisGefroren,~0,15,data/smplx_gt/EisGefroren/00424.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_212.obj,True,True
EisGefroren,~0,16,data/smplx_gt/EisGefroren/00428.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_214.obj,True,True
EisGefroren,~0,17,data/smplx_gt/EisGefroren/00432.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_216.obj,True,True
EisGefroren,~0,18,data/smplx_gt/EisGefroren/00436.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_218.obj,True,True
EisGefroren,~0,19,data/smplx_gt/EisGefroren/00440.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_220.obj,True,True
EisGefroren,~0,20,data/smplx_gt/EisGefroren/00444.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_222.obj,True,True
EisGefroren,~0,21,data/smplx_gt/EisGefroren/00448.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_224.obj,True,True
EisGefroren,~0,22,data/smplx_gt/EisGefroren/00452.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_226.obj,True,True
EisGefroren,~0,23,data/smplx_gt/EisGefroren/00456.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_228.obj,True,True
EisGefroren,~0,24,data/smplx_gt/EisGefroren/00460.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_230.obj,True,True
EisGefroren,~0,25,data/smplx_gt/EisGefroren/00464.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_232.obj,True,True
EisGefroren,~0,26,data/smplx_gt/EisGefroren/00468.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_234.obj,True,True
EisGefroren,~0,27,data/smplx_gt/EisGefroren/00472.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_236.obj,True,True
EisGefroren,~0,28,data/smplx_gt/EisGefroren/00476.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_238.obj,True,True
EisGefroren,~0,29,data/smplx_gt/EisGefroren/00480.obj,outputs/method_hamer/EisGefroren/smplifyx/meshes/low_240.obj,True,True
Empathie,~0,0,data/smplx_gt/Empathie/00272.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_136.obj,True,True
Empathie,~0,1,data/smplx_gt/Empathie/00276.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_138.obj,True,True
Empathie,~0,2,data/smplx_gt/Empathie/00280.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_140.obj,True,True
Empathie,~0,3,data/smplx_gt/Empathie/00284.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_142.obj,True,True
Empathie,~0,4,data/smplx_gt/Empathie/00288.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_144.obj,True,True
Empathie,~0,5,data/smplx_gt/Empathie/00292.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_146.obj,True,True
Empathie,~0,6,data/smplx_gt/Empathie/00296.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_148.obj,True,True
Empathie,~0,7,data/smplx_gt/Empathie/00300.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_150.obj,True,True
Empathie,~0,8,data/smplx_gt/Empathie/00304.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_152.obj,True,True
Empathie,~0,9,data/smplx_gt/Empathie/00308.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_154.obj,True,True
Empathie,~0,10,data/smplx_gt/Empathie/00312.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_156.obj,True,True
Empathie,~0,11,data/smplx_gt/Empathie/00316.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_158.obj,True,True
Empathie,~0,12,data/smplx_gt/Empathie/00320.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_160.obj,True,True
Empathie,~0,13,data/smplx_gt/Empathie/00324.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_162.obj,True,True
Empathie,~0,14,data/smplx_gt/Empathie/00328.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_164.obj,True,True
Empathie,~0,15,data/smplx_gt/Empathie/00332.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_166.obj,True,True
Empathie,~0,16,data/smplx_gt/Empathie/00336.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_168.obj,True,True
Empathie,~0,17,data/smplx_gt/Empathie/00340.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_170.obj,True,True
Empathie,~0,18,data/smplx_gt/Empathie/00344.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_172.obj,True,True
Empathie,~0,19,data/smplx_gt/Empathie/00348.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_174.obj,True,True
Empathie,~0,20,data/smplx_gt/Empathie/00352.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_176.obj,True,True
Empathie,~0,21,data/smplx_gt/Empathie/00356.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_178.obj,True,True
Empathie,~0,22,data/smplx_gt/Empathie/00360.obj,outputs/method_hamer/Empathie/smplifyx/meshes/low_180.obj,True,True
Entschuldigung,~0,0,data/smplx_gt/Entschuldigung/00258.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_129.obj,True,True
Entschuldigung,~0,1,data/smplx_gt/Entschuldigung/00262.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_131.obj,True,True
Entschuldigung,~0,2,data/smplx_gt/Entschuldigung/00266.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_133.obj,True,True
Entschuldigung,~0,3,data/smplx_gt/Entschuldigung/00270.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_135.obj,True,True
Entschuldigung,~0,4,data/smplx_gt/Entschuldigung/00274.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_137.obj,True,True
Entschuldigung,~0,5,data/smplx_gt/Entschuldigung/00278.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_139.obj,True,True
Entschuldigung,~0,6,data/smplx_gt/Entschuldigung/00282.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_141.obj,True,True
Entschuldigung,~0,7,data/smplx_gt/Entschuldigung/00286.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_143.obj,True,True
Entschuldigung,~0,8,data/smplx_gt/Entschuldigung/00290.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_145.obj,True,True
Entschuldigung,~0,9,data/smplx_gt/Entschuldigung/00294.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_147.obj,True,True
Entschuldigung,~0,10,data/smplx_gt/Entschuldigung/00298.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_149.obj,True,True
Entschuldigung,~0,11,data/smplx_gt/Entschuldigung/00302.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_151.obj,True,True
Entschuldigung,~0,12,data/smplx_gt/Entschuldigung/00306.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_153.obj,True,True
Entschuldigung,~0,13,data/smplx_gt/Entschuldigung/00310.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_155.obj,True,True
Entschuldigung,~0,14,data/smplx_gt/Entschuldigung/00314.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_157.obj,True,True
Entschuldigung,~0,15,data/smplx_gt/Entschuldigung/00318.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_159.obj,True,True
Entschuldigung,~0,16,data/smplx_gt/Entschuldigung/00322.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_161.obj,True,True
Entschuldigung,~0,17,data/smplx_gt/Entschuldigung/00326.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_163.obj,True,True
Entschuldigung,~0,18,data/smplx_gt/Entschuldigung/00330.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_165.obj,True,True
Entschuldigung,~0,19,data/smplx_gt/Entschuldigung/00334.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_167.obj,True,True
Entschuldigung,~0,20,data/smplx_gt/Entschuldigung/00338.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_169.obj,True,True
Entschuldigung,~0,21,data/smplx_gt/Entschuldigung/00342.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_171.obj,True,True
Entschuldigung,~0,22,data/smplx_gt/Entschuldigung/00346.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_173.obj,True,True
Entschuldigung,~0,23,data/smplx_gt/Entschuldigung/00350.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_175.obj,True,True
Entschuldigung,~0,24,data/smplx_gt/Entschuldigung/00354.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_177.obj,True,True
Entschuldigung,~0,25,data/smplx_gt/Entschuldigung/00358.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_179.obj,True,True
Entschuldigung,~0,26,data/smplx_gt/Entschuldigung/00362.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_181.obj,True,True
Entschuldigung,~0,27,data/smplx_gt/Entschuldigung/00366.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_183.obj,True,True
Entschuldigung,~0,28,data/smplx_gt/Entschuldigung/00370.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_185.obj,True,True
Entschuldigung,~0,29,data/smplx_gt/Entschuldigung/00374.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_187.obj,True,True
Entschuldigung,~0,30,data/smplx_gt/Entschuldigung/00378.obj,outputs/method_hamer/Entschuldigung/smplifyx/meshes/low_189.obj,True,True
FestellenDiagnose,~0,0,data/smplx_gt/FestellenDiagnose/00282.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_141.obj,True,True
FestellenDiagnose,~0,1,data/smplx_gt/FestellenDiagnose/00286.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_143.obj,True,True
FestellenDiagnose,~0,2,data/smplx_gt/FestellenDiagnose/00290.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_145.obj,True,True
FestellenDiagnose,~0,3,data/smplx_gt/FestellenDiagnose/00294.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_147.obj,True,True
FestellenDiagnose,~0,4,data/smplx_gt/FestellenDiagnose/00298.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_149.obj,True,True
FestellenDiagnose,~0,5,data/smplx_gt/FestellenDiagnose/00302.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_151.obj,True,True
FestellenDiagnose,~0,6,data/smplx_gt/FestellenDiagnose/00306.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_153.obj,True,True
FestellenDiagnose,~0,7,data/smplx_gt/FestellenDiagnose/00310.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_155.obj,True,True
FestellenDiagnose,~0,8,data/smplx_gt/FestellenDiagnose/00314.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_157.obj,True,True
FestellenDiagnose,~0,9,data/smplx_gt/FestellenDiagnose/00318.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_159.obj,True,True
FestellenDiagnose,~0,10,data/smplx_gt/FestellenDiagnose/00322.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_161.obj,True,True
FestellenDiagnose,~0,11,data/smplx_gt/FestellenDiagnose/00326.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_163.obj,True,True
FestellenDiagnose,~0,12,data/smplx_gt/FestellenDiagnose/00330.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_165.obj,True,True
FestellenDiagnose,~0,13,data/smplx_gt/FestellenDiagnose/00334.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_167.obj,True,True
FestellenDiagnose,~0,14,data/smplx_gt/FestellenDiagnose/00338.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_169.obj,True,True
FestellenDiagnose,~0,15,data/smplx_gt/FestellenDiagnose/00342.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_171.obj,True,True
FestellenDiagnose,~0,16,data/smplx_gt/FestellenDiagnose/00346.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_173.obj,True,True
FestellenDiagnose,~0,17,data/smplx_gt/FestellenDiagnose/00350.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_175.obj,True,True
FestellenDiagnose,~0,18,data/smplx_gt/FestellenDiagnose/00354.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_177.obj,True,True
FestellenDiagnose,~0,19,data/smplx_gt/FestellenDiagnose/00358.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_179.obj,True,True
FestellenDiagnose,~0,20,data/smplx_gt/FestellenDiagnose/00362.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_181.obj,True,True
FestellenDiagnose,~0,21,data/smplx_gt/FestellenDiagnose/00366.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_183.obj,True,True
FestellenDiagnose,~0,22,data/smplx_gt/FestellenDiagnose/00370.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_185.obj,True,True
FestellenDiagnose,~0,23,data/smplx_gt/FestellenDiagnose/00374.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_187.obj,True,True
FestellenDiagnose,~0,24,data/smplx_gt/FestellenDiagnose/00378.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_189.obj,True,True
FestellenDiagnose,~0,25,data/smplx_gt/FestellenDiagnose/00382.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_191.obj,True,True
FestellenDiagnose,~0,26,data/smplx_gt/FestellenDiagnose/00386.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_193.obj,True,True
FestellenDiagnose,~0,27,data/smplx_gt/FestellenDiagnose/00390.obj,outputs/method_hamer/FestellenDiagnose/smplifyx/meshes/low_195.obj,True,True
Frech,0,0,data/smplx_gt/Frech/00306.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_153.obj,False,True
Frech,0,1,data/smplx_gt/Frech/00310.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_155.obj,False,True
Frech,0,2,data/smplx_gt/Frech/00314.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_157.obj,False,True
Frech,0,3,data/smplx_gt/Frech/00318.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_159.obj,False,True
Frech,0,4,data/smplx_gt/Frech/00322.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_161.obj,False,True
Frech,0,5,data/smplx_gt/Frech/00326.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_163.obj,False,True
Frech,0,6,data/smplx_gt/Frech/00330.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_165.obj,False,True
Frech,0,7,data/smplx_gt/Frech/00334.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_167.obj,False,True
Frech,0,8,data/smplx_gt/Frech/00338.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_169.obj,False,True
Frech,0,9,data/smplx_gt/Frech/00342.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_171.obj,False,True
Frech,0,10,data/smplx_gt/Frech/00346.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_173.obj,False,True
Frech,0,11,data/smplx_gt/Frech/00350.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_175.obj,False,True
Frech,0,12,data/smplx_gt/Frech/00354.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_177.obj,False,True
Frech,0,13,data/smplx_gt/Frech/00358.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_179.obj,False,True
Frech,0,14,data/smplx_gt/Frech/00362.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_181.obj,False,True
Frech,0,15,data/smplx_gt/Frech/00366.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_183.obj,False,True
Frech,0,16,data/smplx_gt/Frech/00370.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_185.obj,False,True
Frech,0,17,data/smplx_gt/Frech/00374.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_187.obj,False,True
Frech,0,18,data/smplx_gt/Frech/00378.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_189.obj,False,True
Frech,0,19,data/smplx_gt/Frech/00382.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_191.obj,False,True
Frech,0,20,data/smplx_gt/Frech/00386.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_193.obj,False,True
Frech,0,21,data/smplx_gt/Frech/00390.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_195.obj,False,True
Frech,0,22,data/smplx_gt/Frech/00394.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_197.obj,False,True
Frech,0,23,data/smplx_gt/Frech/00398.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_199.obj,False,True
Frech,0,24,data/smplx_gt/Frech/00402.obj,outputs/method_hamer/Frech/smplifyx/meshes/low_201.obj,False,True
Frieren,~0,0,data/smplx_gt/Frieren/00304.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_152.obj,True,True
Frieren,~0,1,data/smplx_gt/Frieren/00308.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_154.obj,True,True
Frieren,~0,2,data/smplx_gt/Frieren/00312.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_156.obj,True,True
Frieren,~0,3,data/smplx_gt/Frieren/00316.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_158.obj,True,True
Frieren,~0,4,data/smplx_gt/Frieren/00320.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_160.obj,True,True
Frieren,~0,5,data/smplx_gt/Frieren/00324.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_162.obj,True,True
Frieren,~0,6,data/smplx_gt/Frieren/00328.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_164.obj,True,True
Frieren,~0,7,data/smplx_gt/Frieren/00332.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_166.obj,True,True
Frieren,~0,8,data/smplx_gt/Frieren/00336.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_168.obj,True,True
Frieren,~0,9,data/smplx_gt/Frieren/00340.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_170.obj,True,True
Frieren,~0,10,data/smplx_gt/Frieren/00344.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_172.obj,True,True
Frieren,~0,11,data/smplx_gt/Frieren/00348.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_174.obj,True,True
Frieren,~0,12,data/smplx_gt/Frieren/00352.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_176.obj,True,True
Frieren,~0,13,data/smplx_gt/Frieren/00356.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_178.obj,True,True
Frieren,~0,14,data/smplx_gt/Frieren/00360.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_180.obj,True,True
Frieren,~0,15,data/smplx_gt/Frieren/00364.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_182.obj,True,True
Frieren,~0,16,data/smplx_gt/Frieren/00368.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_184.obj,True,True
Frieren,~0,17,data/smplx_gt/Frieren/00372.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_186.obj,True,True
Frieren,~0,18,data/smplx_gt/Frieren/00376.obj,outputs/method_hamer/Frieren/smplifyx/meshes/low_188.obj,True,True
Frisch,~0,0,data/smplx_gt/Frisch/00274.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_137.obj,True,True
Frisch,~0,1,data/smplx_gt/Frisch/00278.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_139.obj,True,True
Frisch,~0,2,data/smplx_gt/Frisch/00282.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_141.obj,True,True
Frisch,~0,3,data/smplx_gt/Frisch/00286.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_143.obj,True,True
Frisch,~0,4,data/smplx_gt/Frisch/00290.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_145.obj,True,True
Frisch,~0,5,data/smplx_gt/Frisch/00294.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_147.obj,True,True
Frisch,~0,6,data/smplx_gt/Frisch/00298.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_149.obj,True,True
Frisch,~0,7,data/smplx_gt/Frisch/00302.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_151.obj,True,True
Frisch,~0,8,data/smplx_gt/Frisch/00306.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_153.obj,True,True
Frisch,~0,9,data/smplx_gt/Frisch/00310.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_155.obj,True,True
Frisch,~0,10,data/smplx_gt/Frisch/00314.obj,outputs/method_hamer/Frisch/smplifyx/meshes/low_157.obj,True,True
